,Lot Number,Product,Date,Shop Order,requested_qty,resin,Formula Sheet,packaging,colorant,misc,purging solvent,label,PRINTER ACCESSORIES,lid component door,ifu,lid component rotor,lid assembly,LABEL,pad,lid component lid,lid component,lid component cap,lid component washer,lid component hood,lid component cowl,PAD,SILICON FLUID,label stock,rubber tip,container,lid,label kit,barrel,TRAY,tip cap,discontinued,fg,cannula,plunger,bracket key,Value Stream
3010,20A03563X,1181200777,20200401,191336,0,0301001,FS10017237,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,,,,Syringe
3011,20A03663X,1181200777,20200129,191337,0,0301001,FS10017237,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,,,,Syringe
3012,20A03763X,1181200777,20200129,191338,0,0301001,FS10017237,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,,,,Syringe
3013,20A03863X,1181200777,20200129,191339,0,0301001,FS10017237,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,,,,Syringe
3014,20A03963X,8881412012,20200113,191340,0,0301001,FS10020754,5500149,,,,,PT00033972,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
3015,20A04063X,8881412012,20200113,191341,0,0301001,FS10020754,5500149,,,,,PT00033972,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
3016,20A04163X,8881412012,20200121,191342,0,0301001,FS10020754,5500149,,,,,PT00033972,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
3017,20A04263X,8881412012,20200120,191343,0,0301001,FS10020754,5500149,,,,,PT00033972,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
3018,20A04363X,8881412012,20200120,191344,0,0301001,FS10020754,5500149,,,,,PT00033972,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
3019,20A04463X,8881412012,20200122,191345,0,0301001,FS10020754,5500149,,,,,PT00033972,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
3020,20A04563X,8881412012,20200123,191346,0,0301001,FS10020754,5500149,,,,,PT00033972,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
3021,20A04863,8935Y,20200131,191349,0,RM129,FS10003183,R1292D,PT00062563,,,,,,PT00006635,,WP8935,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3022,20A04963,31353603,20200408,191350,349114.509,RM032,FS10006109,,RM170,,,,,,PT00067913,,PT00069525,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3023,20A05163,31323333,20200422,191355,181855.616,RM106,FS10006090,,RM170,,,,,,PT00067913,,PT00075579,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3024,20A05363,8506SA,20200323,191357,57016.982,RM171,FS10003084,CL63R1776,,,,,X98151,,CL63R98334A,,,,,,,,,,,,,PT00062605,,,,,,,,,,,,,Containers
3025,20A05463,8507SA,20200224,191358,72493.020,RM171,FS10003086,CL63R1776,RM170,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3026,20A05663,31142222,20200115,191360,62640.000,RM165,FS10026364,R1528A,PT00065936,,,,,,PT00033501,,WP7102,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3027,20A05863,8836SA,20200225,191362,1872.000,RM093,FS10006504,,,,,PT00068805,,,CL63R98234,,WP8836P,,,,,,,,,R5098,,R4415,,,,,,,,,,,,,Containers
3028,20A06063,8906,20200520,191364,756.000,RM129,FS10003169,CL63R1796,RM026,,,,,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3029,20A06163,8958,20200318,191365,3220.000,RM129,FS10003191,R1481B,PT00065936,,,,,,PT00012105,,WP8980-C,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3030,20A06263,8964,20200226,191366,9600.000,RM165,FS10003195,R1471B,,,,,,,PT00006610,,WP8964,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3031,20A06863,V8900,20200304,191372,199.000,RM129,FS10003254,CL63R1146,PT00065936,,,,,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3032,20A07063X,4502570,20200110,191373,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3033,20A07163X,4502570,20200115,191374,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3034,20A07263X,4502570,20200115,191375,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3035,20A07363X,4502570,20200115,191376,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3036,20A07463X,4502570,20200115,191377,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3037,20A07563X,4502570,20200115,191378,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3038,20A07663X,4502570,20200115,191379,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3039,20A07763X,4502570,20200116,191380,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3040,20A07863X,1181200777,20200129,191381,0,0301001,FS10017237,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,,,,Syringe
3041,20A07963X,1181200777,20200129,191382,0,0301001,FS10017237,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,,,,Syringe
3042,20A08063,31314886,20200307,191384,535753.162,RM106,FS10006080,,RM170,,,,,,PT00067913,,PT00075579,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3043,20A08163,8507SA,20200302,191399,95299.757,RM171,FS10003086,CL63R1776,RM170,,,,X98151,,CL63R98334A,,,,,,,,,,,,,PT00062605,,,,,,,,,,,,,Containers
3044,20A08263,8982,20200131,191402,620.000,RM129,FS10003217,R1528A,PT00062563,,,PT00068683,,,CL63R9960A,,,,,,,,,,,R5098,,R4415,,,WP8982,,,,,,,,,,Containers
3045,20A08363X,1181200777,20200129,191405,0,0301001,FS10017237,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,,,,Syringe
3046,20A08463X,1181200777,20200205,191406,0,0301001,FS10017237,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,,,,Syringe
3047,20A08563X,1181200777,20200205,191407,0,0301001,FS10017237,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,,,,Syringe
3048,20A08763X,8881512878,20200205,191411,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
3049,20A08863X,8881512878,20200601,191412,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
3050,20A08963,89651,20200117,191413,30640.000,RM165,FS10003196,R1300D,PT00065936,,,,,,PT00006610,,WP8965N,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3051,20A09063,047,20200401,191417,58800.000,RM129,FS10026366,R1528A,PT00065936,,,PT00034301,,,PT00034377,,WP7102,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3052,20A09463,8507SA,20200309,191421,29323.019,RM171,FS10003086,CL63R1776,RM170,,,,X98151,,CL63R98334A,,,,,,,,,,,,,PT00062605,,,,,,,,,,,,,Containers
3053,20A09563,85221,20200428,191422,9900.000,RM171,FS10003117,,,,,,,,PT00006610,,WP8520N,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3054,20A09663,8522Y,20200319,191423,5400.000,RM171,FS10003120,,RM260,,,,,,PT00006610,,WP8520U,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3055,20A09863,8536SA,20200316,191425,83397.600,RM171,FS10003137,CL63R1780,,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3056,20A10063,8900MW,20200311,191427,324.000,RM165,FS10003165,CL63R1796,,,,,,,PT00006610,,,,,,,,,,,,,R4415,,R7027MW,,,,,,,,,,,Containers
3057,20A10263,8980,20200311,191429,33300.000,RM165,FS10003210,R1644A,,,,,,,PT00012105,,WP8980-C,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3058,20A10863,8938,20200122,191435,26420.000,RM093,FS10003185,RM054,PT00065936,,,,,,PT00006635,,WP8935,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3059,20A10963X,4502570,20200122,191436,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3060,20A11063X,4502570,20200122,191437,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3061,20A11163X,4502570,20200122,191438,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3062,20A11263X,4502570,20200123,191439,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3063,20A11363X,4502570,20200123,191440,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3064,20A11463X,4502570,20200123,191441,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3065,20A11563X,4502570,20200325,191442,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3066,20A11663X,4502570,20201201,191443,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3067,20A11863X,8881540122,20200205,191467,0,0301001,FS10024556,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,4500906,,,Syringe
3068,20A11963X,8881540122,20200219,191469,0,0301001,FS10024556,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,4500906,,,Syringe
3069,20A12063X,8881540122,20200205,191468,0,0301001,FS10024556,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,4500906,,,Syringe
3070,20A12163X,8881540122,20201201,191470,0,0301001,FS10024556,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,4500906,,,Syringe
3071,20A12263X,8881540122,20201201,191471,0,0301001,FS10024556,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,4500906,,,Syringe
3072,20A12363X,8881540122,20200219,191472,0,0301001,FS10024556,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,4500906,,,Syringe
3073,20A12463X,8881540122,20200601,191473,0,0301001,FS10024556,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,4500906,,,Syringe
3074,20A12563,8970,20200203,191475,0,RM165,FS10003203,R1528A,PT00065936,,,,,,PT00006610,,WP8979,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3075,20A12863,8982,20200317,191479,0,RM129,FS10003217,R1528A,PT00062563,,,PT00068683,,,CL63R9960A,,,,,,,,,,,R5098,,R4415,,,WP8982,,,,,,,,,,Containers
3076,20A12963X,8881112599,20200120,191481,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
3077,20A13063X,8881112599,20200123,191482,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
3078,20A13163,065,20200318,191484,1260.000,RM129,FS20001323,CL63R1771,PT00065936,,,PT00034306,,,PT00034305,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3079,20A13363,8507SA,20200316,191486,95299.813,RM171,FS10003086,CL63R1776,RM170,,,,X98151,,CL63R98334A,,,,,,,,,,,,,PT00062605,,,,,,,,,,,,,Containers
3080,20A13563,8900SA,20200425,191488,1728.000,RM129,FS10003166,CL63R1796,PT00065936,,,,,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3081,20A13663,80-8705,20200331,191489,1584.000,RM165,DC00041675,RM054,PT00065936,,,PT00046145,,,PT00034294,,WP8980-C,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3082,20A14963,R7642B,20200226,191500,1667.520,0301009,DC00005093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Syringe
3083,20A15063,R7642B,20200226,191501,1667.520,0301009,DC00005093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Syringe
3084,20A15163X,4502570,20200126,191502,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3085,20A15263X,4502570,20201201,191503,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3086,20A15363X,4502570,20200129,191504,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3087,20A15463X,4502570,20200129,191505,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3088,20A15563X,4502570,20200129,191506,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3089,20A15663X,4502570,20200130,191507,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3090,20A15763X,4502570,20200205,191508,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3091,20A15863X,4502570,20200205,191509,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3092,20A15963X,6492739,20200129,191510,258.000,0301001,FS20003060,5000109,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
3093,20A16063X,1181200777,20201201,191511,0,0301001,FS10017237,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,,,,Syringe
3094,20A16163X,1181200777,20200219,191512,0,0301001,FS10017237,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,,,,Syringe
3095,20A16263X,1181200777,20200219,191513,0,0301001,FS10017237,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,,,,Syringe
3096,20A16663,1523SA,20200120,191521,250.000,,FS10003046,R1156C,,,,,,,,,,,,,,,,,,,,R4415,,R7472,,,,,,,,,,,Containers
3097,20A16763,8602RC,20200303,191525,0,RM129,FS10023531,R1528A,RM074,,,,,,PT00006651,,,,,,,,,,,,,R4415,,,WP8982,WP0001PKG,,,,,,,,,Containers
3098,20A16863X,5551761207,20200226,191526,0,,FS10013527,EXP6001,,,,,,,,,,,,,,,,,,,,,4101801,,,,,,,,,,,,Syringe
3099,20A16963X,4502500,20200205,191527,0,0301001,FS20005412,5170588,,,,,EXP6027,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
3100,20A17063,8608RC,20200205,191531,15120.000,RM129,FS10021636,R1644A,RM074,,,,,,PT00006651,,WP7449,,,,,,,,,,,R4415,,,,WP0002PKG,,,,,,,,,Containers
3101,20A17363,8970Y,20200219,191536,22960.000,RM171,FS10003205,PT00044733,RM260,,,,,,PT00006610,,WP8979,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
3102,20A17463X,8881112599,20200205,191539,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
3103,20A17563X,8881112599,20200204,191540,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
3104,20A17663X,8881112599,20200203,191541,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
3105,20A17763X,8881112599,20200212,191542,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
3106,20A17863X,8881112599,20200213,191543,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
3107,20A17963X,8881112599,20200226,191544,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
3108,20A18063X,8881512852,20200226,191545,0,0301001,FS10011725,PT00015840,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
3109,20A18263X,4502570,20200205,191547,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3110,20A18363X,4502570,20200205,191548,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3111,20A18463X,4502570,20200205,191549,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3112,20A18563X,4502570,20200205,191550,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3113,20A18663X,4502570,20200205,191551,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3114,20A18763X,4502570,20200212,191552,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3115,20A18863X,4502570,20200212,191553,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3116,20A18963X,4502570,20200217,191554,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
3117,20A19063X,8881907102,20200204,191555,0,0301001,FS10017466,5000231,,,,,PT00006657,,,,,,,,,,,,,,PT00009994,PT00006674,4101801,,,,,,7777129656,,,,,,Syringe
3118,20A191283,WP7623,20200122,191283,38886.801,RM093,FS10007859,R98350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3119,20A191284,WP8998P,20200306,191284,0,RM176,DC00030204,R98028,PT00065942,,X9894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3120,20A191315,WP8920,20200226,191315,29307.323,RM093,FS10002981,R1159,PT00065936,,,,,,,R7013,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3121,20A191316,WP8825,20200520,191316,0,RM093,DC00030196,R98028,PT00065943,,X9894,R4226A,,,,,,,,,,R7075BY,R8249,,,,,,,,,,,,,,,,,,Containers
3122,20A191317,WP8526,20200219,191317,0,RM004,FS10002973,,,,,,,,,R7013,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3123,20A191319,WP8510,20200226,191319,33870.831,RM093,FS10002964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3124,20A191320,WP7483,20200205,191320,214774.560,RM093,FS10002955,,,,,,,,,R7013,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3125,20A191321,WP7450,20200603,191321,3780.000,RM093,FS10002951,R98028,PT00065942,,X9894,R4237,X9899,,,,WP7478,,,PT00012284,,,,WP7477,,,,,,,,,,,,,,,,,Containers
3126,20A191322,WP7417P,20200415,191322,39600.000,RM176,FS10003697,R98028,PT00065942,,X9894,,X9899,,,,PT00012252,,,,,,,WP7477,,,,,,,,,,,,,,,,,Containers
3127,20A191323,WP7102,20200303,191323,261801.912,RM160,FS10026576,,,,,,,R7616,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3128,20A191325,WP4810,20200513,191325,160661.865,RM004,FS10006159,,,,,,,R7568,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3129,20A191326,PT00075579,20200225,191326,786.000,RM129,FS10006132,CL63R1783,,,,,X98142,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3130,20A191327,PT00075580,20200304,191327,1408.000,RM129,FS10027015,R1720,RM074,,,,X98142,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3131,20A191329,R7089W-1,20200226,191329,0,RM160,FS10003629,,PT00065942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3132,20A191331,R7611,20200214,191331,91561.582,RM004,FS10008159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3133,20A191332,R7616,20200420,191332,160692.480,RM004,FS10007073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3134,20A191352,R7412,20200211,191352,40000.000,RM060,DC00042617,,RM061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3135,20A191353,PT00016495,20200120,191353,0,RM176,DC00069352,,PT00065942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3136,20A191386,WP8980-C,20200318,191386,0,RM004,FS10002991,,,,,,,,,R7013,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3137,20A191387,WP8965U,20200415,191387,0,RM004,FS10002989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3138,20A191389,WP8964,20200218,191389,22401.566,RM129,FS10002985,,,,,,,,,R7524,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3139,20A191390,WP8836P,20200225,191390,0,RM004,FS10006507,CL63R1779,PT00065943,,,,X98146,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3140,20A191392,WP7102,20200330,191392,188189.241,RM160,FS10026576,,,,,,,R7616,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3141,20A191395,PT00069525,20200331,191395,230279.027,RM129,DC00069150,CL63R1783,,,,,X98142,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3142,20A191397,R7524,20200226,191397,0,RM110,FS10002915,,PT00065942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3143,20A191398,PT00096177,20200114,191398,0,RM004,FS10002952,R1800,,,,,X98146,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3144,20A191400,PT00013692,20201231,191400,17640.000,,DC00017291,,,,,,,,,,PT00016498,,,,,,,,,,,,,,,,,,,,,,,,Containers
3145,20A191404,PT00016498,20200122,191404,161488.688,RM020,FS10002899,,PT00065942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3146,20A191410,R7075BY,20200226,191410,0,RM044,FS10002858,,RM041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3147,20A191415,R7067,20200109,191415,6113.588,RM093,FS10002851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3148,20A191416,WP4810,20200219,191416,649658.539,RM004,FS10006159,,,,,,,R7568,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3149,20A191450,WP8998P,20200401,191450,0,RM176,DC00030204,R98028,PT00065942,,X9894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3150,20A191452,WP8520U,20200319,191452,0,RM004,FS10002972,R1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3151,20A191453,WP8520N,20200429,191453,0,RM004,FS10002970,R1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3152,20A191455,WP7478,20200420,191455,24986.043,RM036,FS10002954,,RM018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3153,20A191456,WP7477,20200420,191456,0,RM171,FS10027264,,,,,,,,CL63R3908,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3154,20A191457,WP7102,20200406,191457,183521.894,RM160,FS10026576,,,,,,,R7616,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3155,20A191458,PT00075579,20200309,191458,2688.000,RM129,FS10006132,CL63R1783,,,,,X98142,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3156,20A191461,R7075BY,20200413,191461,0,RM044,FS10002858,,RM041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3157,20A191463,WP7026,20200121,191463,0,RM004,FS10002940,R1106A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3158,20A191464,PT00016490,20200114,191464,3138.213,RM157,DC00069353,,PT00065942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3159,20A191465,WP851201N,20200211,191465,9660.000,,FS10002967,,,,,,,,,,,,,R7067,R7068,,,,,,,,,,,,,,,,,,,,Containers
3160,20A191476,PT00016498,20200219,191476,153798.750,RM020,FS10002899,,PT00065942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3162,20A191480,PT00016498,20200122,191480,153798.750,RM020,FS10002899,,PT00065942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3163,20A191483,PT00013692,20201231,191483,17640.000,,DC00017291,,,,,,,,,,PT00016498,,,,,,,,,,,,,,,,,,,,,,,,Containers
3164,20A191517,WP0002PKG,20200506,191517,30000.000,,FS20006470,X9902,,,,PT00097045,,,,,,R4227,R5097,,,,,,,,,,,,,,,,,,,,,,Containers
3165,20A191518,WP8980-C,20200410,191518,0,RM004,FS10002991,,,,,,,,,R7013,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3166,20A191522,WP7026P,20200316,191522,0,RM004,FS20001324,CL63R1772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3167,20A191523,WP7026,20200330,191523,0,RM004,FS10002940,R1106A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
3168,20A191528,PT00013694,20201231,191528,15000.000,,DC00017294,,,,,,,,,,PT00016495,,,,,,,,,,,,,,,,,,,,,,,,Containers
3169,20A191530,WP7449,20200226,191530,94389.000,RM093,FS10002950,R98028,PT00065942,,X9894,,X9899,,,,WP7478,,,PT00012284,,,,WP7477,,,,,,,,,,,,,,,,,Containers
3170,20A191534,WP7417P,20200601,191534,1600.000,,FS10003697,R98028,,,X9894,,X9899,,,,PT00012252,,,R7417P,,,,WP7477,,,,,,,,,,,,,,,,,Containers
3172,20A191564,WP7449,20200330,191564,24710.000,RM093,FS10002950,R98028,PT00065942,,X9894,,X9899,,,,WP7478,,,PT00012284,,,,WP7477,,,,,,,,,,,,,,,,,Containers
