,Lot Number,Product,first_entry_date,last_entry_date,shop_order,requested_qty,resin,Formula Sheet,packaging,colorant,misc,purging solvent,label,PRINTER ACCESSORIES,lid component door,ifu,lid component rotor,lid assembly,LABEL,pad,lid component lid,lid component,lid component cap,lid component washer,lid component hood,lid component cowl,PAD,SILICON FLUID,label stock,rubber tip,container,lid,label kit,barrel,TRAY,tip cap,discontinued,fg,cannula,plunger,bracket key,Value Stream
139,18L20463X,8881512852,2019-03-06,2019-03-06,186023,0,,FS10011725,EXP6020,,,,,PT00033971,,,,,,,,,,,,,,PT00009994,,4001801,,,,,,,,,,,,Syringe
140,18L20563X,8881512852,2019-01-02,2019-01-02,186024,0,,FS10011725,EXP6020,,,,,PT00033971,,,,,,,,,,,,,,PT00009994,,4001801,,,,,,,,,,,,Syringe
141,18L20663X,8881512852,2019-01-16,2019-01-30,186025,0,0301001,FS10011725,PT00015840,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
142,18L20763X,8881512852,2019-01-18,2019-02-16,186026,0,0301001,FS10011725,PT00015840,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
143,18L20863X,8881512852,2019-01-20,2019-02-20,186027,0,0301001,FS10011725,PT00015840,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
144,18L20963X,8881540122,2019-01-16,2019-01-16,186028,0,,FS10024556,EXP6020,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,,4001801,,,,,,,,,,,,Syringe
145,18L21063X,8881540122,2019-01-23,2019-01-23,186029,0,,FS10024556,EXP6020,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,,4001801,,,,,,,,,,,,Syringe
146,18L21463,8537Y,2019-01-23,2019-01-23,186039,1256.000,RM004,FS10002974,CL63R1780,RM260,,,,,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
147,18L21663,8537SA,2019-03-04,2019-03-06,186041,123428.448,RM032,FS10003139,CL63R1780,RM170,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
148,18L21963,8527R,2019-01-22,2019-01-23,186045,8820.000,RM032,FS10003126,PT00049846,RM170,,,,,,PT00012105,,WP8526,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
149,18L22063,8617U,2019-01-21,2019-01-23,186046,2100.000,RM176,FS20001169,R1700,RM074,,,,,,PT00067916,,PT00013694,,,,,,,,,,,R4415,,,,WP0002PKG,,,,,,,,,Containers
150,18L22263,8980S,2019-02-13,2019-02-13,186048,19800.000,RM093,FS10003214,RM054,PT00065936,,,,,,PT00006635,,WP7445,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
151,18L22363,31156916,2019-02-06,2019-02-06,186049,15120.000,RM093,FS10026367,R1528A,PT00065936,,,PT00047930,,,CL63RR98416,,WP7102,,,,,,,,,,,,,,,,,,,,,,,,Containers
152,18L22463,31300878,2019-02-12,2019-02-20,186050,0,RM171,FS10002818,PT00044733,RM260,,,,,,PT00006643,,WP7102,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
153,18L22563,31156550,2019-02-11,2019-02-13,186051,1290.000,RM157,FS10006137,RM054,PT00065936,,,,,,PT00067912,,WP4810,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
154,18L23163,80-8705,2019-02-07,2019-02-07,186057,1124.000,RM165,DC00041675,RM054,PT00065936,,,PT00046145,,,PT00034294,,WP8980-C,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
155,18L23663,31353611,2019-03-12,2019-03-13,186063,79274.911,RM106,FS10006111,,RM260,,,,,,PT00067913,,PT00069525,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
156,18L23863,8871,2019-02-20,2019-02-20,186071,560.000,RM020,FS10021624,R1700,PT00065942,,,PT00006652,,,CL63R98234,,WP7417BL,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
157,18M03663,8998PG2,2019-01-21,2019-01-23,186091,6090.000,RM176,FS10003738,RM054,PT00065936,,,,,,PT00012138,,PT00013694,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
158,18M04063,1511,2019-02-13,2019-02-13,186096,4800.000,,FS10003043,R1333D,,,,,,,CL63R98338,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
159,18M04163,1510SA,2019-01-30,2019-02-06,186097,19050.000,,FS10003042,WP7409,,,,,,,CL63R98338,,,,,,,,,,,,,PT00006674,,,,,,,,,,,,,Containers
160,18M04763,31142222,2019-02-27,2019-02-27,186103,56000.000,RM093,FS10026364,R1528A,PT00065936,,,,X98151,,PT00033501,,WP7102,,,,,,,,,,,PT00062605,,,,,,,,,,,,,Containers
161,18M04963,31180378,2019-02-11,2019-02-13,186105,630.000,RM160,FS10006143,RM112,PT00062563,,,,,,PT00067912,,WP4810,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
162,18M05163,31353603,2019-03-12,2019-03-20,186109,458117.563,RM032,FS10006109,,RM170,,,,,,PT00067913,,PT00069525,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
163,18M05263,8303SA,2019-03-25,2019-03-27,186110,62403.480,RM157,FS10003077,R1378B,PT00065936,,,,,,PT00052518,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
164,18M05363,8506Y,2019-01-16,2019-01-16,186111,105074.154,RM106,FS10003085,CL63R1776,RM260,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
165,18M05463,8507SA,2019-02-11,2019-02-13,186113,95299.813,RM032,FS10003086,CL63R1776,RM170,,,,X98151,,CL63R98334A,,,,,,,,,,,,,PT00062605,,,,,,,,,,,,,Containers
166,18M05763,851301,2019-02-01,2019-02-01,186117,3500.000,RM032,FS10003099,R1320D,RM170,,,,,,PT00006610,,WP851201N,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
167,18M05863,8527R,2019-02-05,2019-02-06,186118,8820.000,RM032,FS10003126,PT00049846,RM170,,,,,,PT00012105,,WP8526,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
168,18M05963,85321R,2019-03-28,2019-03-28,186119,3780.000,RM032,FS10003132,R1308D,RM170,,,,,,PT00006610,,WP8520N02,,,,,,,,,R1075,,R4415,,,,,,,,,,,,,Containers
169,18M06063,8533Y,2019-02-11,2019-02-13,186120,6671.808,RM004,FS10012536,R1705,RM260,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
170,18M06163,8534SA,2019-03-19,2019-03-20,186121,16679.520,RM032,FS10003134,R1705,RM170,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
171,18M07363,8935,2019-01-21,2019-01-23,186133,29200.000,RM129,FS20001205,R1292D,PT00065936,,,,,,PT00006635,,WP8935,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
172,18M07463,8936PG2,2019-02-13,2019-02-13,186134,2160.000,RM129,FS10003747,R1292D,PT00065936,,,,,,PT00012137,,WP7417P,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
173,18M07563,8938,2019-02-11,2019-02-13,186135,15750.000,RM129,FS10003185,R1690,PT00065936,,,,,,PT00006635,,WP8935,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
174,18M07963,8979MW,2019-02-20,2019-02-20,186139,4480.000,RM165,FS10003209,R1528A,,,,,,,PT00006610,,WP8979,,,,,,,,,,,R4415,,R7028MW,,,,,,,,,,,Containers
175,18M08163,8982,2019-02-08,2019-02-08,186141,28000.000,RM093,FS10003217,R1528A,RM026,,,PT00068683,,,CL63R9960A,,,,,,,,,,,R5098,,R4415,,,WP8982,,,,,,,,,,Containers
176,18M08563,8991Y,2019-01-23,2019-01-24,186146,0,RM093,FS10003233,R1690,PT00062563,,,,,,PT00012105,,WP7483,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
177,18M08763,8998PG2,2019-02-11,2019-02-13,186148,742.000,RM176,FS10003738,RM054,PT00065936,,,,,,PT00012138,,PT00013694,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
178,18M08963,8998SPG2,2019-02-11,2019-02-13,186150,0,RM176,FS10003739,R1700,PT00065936,,,,,,PT00012137,,WP7417P,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
179,18M09063,V8536,2019-04-22,2019-04-24,186151,57451.680,RM004,FS10003253,CL63R1706,,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
180,18M09163,V8970,2019-02-06,2019-02-06,186152,5600.000,RM093,FS10003255,CL63R1603,PT00065936,,,,,,PT00006610,,WP8979,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
181,18M09963,8536SA,2019-01-09,2019-01-13,186194,96370.560,RM004,FS10003137,CL63R1780,,,,,,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
182,18M10563X,8881112985,2019-01-02,2019-01-02,186200,0,0301001,FS10024418,5170588,,,,,4230505,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
183,18M10663X,8881112985,2019-01-02,2019-01-02,186201,0.717,0301001,,5170588,,,,,4230505,,,,,,,,,,,,,,,5241008,4101801,,,,,,,,,,,,Syringe
184,18M11363X,4502570,2019-01-23,2019-01-23,186208,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
185,18M11463X,4502570,2019-01-23,2019-01-23,186209,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
186,18M11563,8506Y,2019-02-11,2019-02-13,186213,54573.366,RM106,FS10003085,CL63R1776,RM260,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
187,18M12163,8939CRS,2019-02-04,2019-02-06,186219,2730.000,RM093,FS10028285,RM054,PT00065936,,,,,,PT00012137,,WP7417,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
188,18M12363X,8881112599,2019-01-07,2019-01-07,186222,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
189,18M12463X,8881112599,2019-01-22,2019-01-23,186223,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
190,18M12563X,8881112599,2019-01-21,2019-01-23,186224,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
191,18M12663X,8881512878,2019-02-13,2019-02-13,186225,0,,FS10011723,EXP6020,,,,,PT00033971,,,,,,,,,,,,,,PT00009994,,4001801,,,,,,,,,,,,Syringe
192,18M12763X,8881512878,2019-01-16,2019-01-30,186226,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
193,18M12863X,8881512878,2019-01-02,2019-01-30,186227,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
194,18M12963X,8881512878,2019-01-03,2019-01-30,186228,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
195,18M13063X,8881512878,2019-01-09,2019-01-30,186229,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
196,18M14063X,4502570,2019-01-02,2019-01-02,186239,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
197,18M14163X,4502570,2019-01-03,2019-01-03,186240,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
198,18M14263X,4502570,2019-01-02,2019-01-09,186241,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
199,18M14363X,4502570,2019-01-02,2019-01-02,186242,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
200,18M14463X,4502570,2019-01-09,2019-01-09,186243,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
201,18M14563X,4502570,2019-01-09,2019-01-09,186244,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
202,18M14663X,4502570,2019-01-09,2019-01-09,186245,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
203,18M14763X,4502570,2019-01-09,2019-02-27,186246,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
204,18M14863X,4502570,2019-01-09,2019-01-09,186247,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
205,18M15163X,4502570,2019-01-02,2019-01-02,186248,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
206,18M15263X,4502570,2019-01-07,2019-01-09,186249,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
207,18M15363X,4502570,2019-01-09,2019-01-09,186250,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
208,18M15463X,4502570,2019-01-21,2019-01-21,186251,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
209,18M15563X,4502570,2019-01-28,2019-01-28,186252,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
210,18M15663X,4502570,2019-01-28,2019-01-28,186253,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
211,18M15763X,4502570,2019-01-29,2019-01-29,186254,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
212,18M16163,31314886,2019-03-06,2019-03-06,186257,119587.766,RM106,FS10006080,,RM170,,,,,,PT00067913,,PT00075579,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
213,18M16263,85031,2019-02-15,2019-02-15,186258,11000.000,RM106,FS10003083,R1324D,RM170,,,,,,PT00006610,,WP8510,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
214,18M16363,851301,2019-02-27,2019-02-27,186259,15000.000,RM032,FS10003099,R1320D,RM170,,,,,,PT00006610,,WP851201N,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
215,18M16563X,8881512878,2019-01-09,2019-01-30,186261,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
216,18M16663X,8881512878,2019-01-09,2019-02-13,186262,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
217,18M16763X,8881512878,2019-01-12,2019-03-13,186264,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
218,18M16863X,8881512878,2019-01-10,2019-02-13,186263,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
219,18M17063,8781,2019-01-02,2019-01-02,186266,85651.655,RM093,FS10003346,R1644A,RM025,,,,,,PT00006671,,PT00016498,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
220,18M17263,8870,2019-01-14,2019-01-16,186268,3710.000,RM020,FS10003163,R1700,PT00065942,,,PT00006652,,,CL63R98234,,PT00013699,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
221,18M18163,8989PG2,2019-02-18,2019-02-20,186277,0,RM176,FS10003741,R1700,PT00062563,,,,,,PT00012138,,PT00013694,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
222,18M18663,8506SA,2019-03-06,2019-03-06,186283,40726.416,RM004,FS10003084,CL63R1776,,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
223,18M18763,8507SA,2019-02-18,2019-02-20,186284,95299.813,RM032,FS10003086,CL63R1776,RM170,,,,X98151,,CL63R98334A,,,,,,,,,,,,,PT00062605,,,,,,,,,,,,,Containers
224,18M18963,8850NB,2019-02-13,2019-02-13,186286,1000.000,RM020,FS20002477,R1644A,PT00065942,,,PT00006677,,,CL63R98482,,PT00013696,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
225,18M19563,8985,2019-01-30,2019-01-30,186293,12600.000,RM093,FS10003221,R1644A,RM220,,,,,,PT00012138,,PT00013692,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
226,18M19863,V8506,2019-02-05,2019-02-06,186296,32581.133,RM004,FS10029846,CL63R1767A,,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
227,18M20063X,8881112083,2019-05-08,2019-05-08,186325,0,0301001,FS10017988,5000109,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
228,18M20363X,8881112083,2019-01-16,2019-01-23,186328,0,0301001,FS10017988,5000109,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
229,18M20463,8998PG2,2019-01-03,2019-01-16,186331,2030.000,RM176,FS10003738,RM054,PT00065943,,,,,,PT00006650,,PT00013694,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
230,18M20563,8970Y,2019-01-09,2019-01-09,186340,20720.000,RM171,FS10003205,PT00044733,RM260,,,,,,PT00006610,,WP8979,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
233,18M20963,89671,2019-01-07,2019-01-16,186350,69180.000,RM106,FS10003199,R1300D,RM170,,,,,,PT00006610,,WP8965N,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
234,18M21063,31157160,2019-02-05,2019-02-06,186351,360.000,RM157,FS10006139,RM054,PT00065936,,,PT00047930,,,R98399A,,WP4810,,,,,,,,,,,,,,,,,,,,,,,,Containers
235,18M21163,8611RC,2019-01-15,2019-01-15,186352,4560.000,RM129,FS10028809,R1292D,RM074,,,,,,PT00006651,,PT00013694,,,,,,,,,,,R4415,,,,WP0002PKG,,,,,,,,,Containers
236,18M21463,31353603,2019-04-30,2019-05-01,186355,350639.066,RM032,FS10006109,,RM170,,,,,,PT00067913,,PT00069525,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
237,18M21663,8507SA,2019-04-12,2019-04-17,186357,95299.813,RM032,FS10003086,CL63R1776,RM170,,,,X98151,,CL63R98334A,,,,,,,,,,,,,PT00062605,,,,,,,,,,,,,Containers
238,18M21763,8607RC,2019-02-06,2019-02-06,186358,3600.000,RM129,FS10025554,R1644A,RM074,,,,,,PT00006651,,PT00013692,,,,,,,,,,,R4415,,,,WP0002PKG,,,,,,,,,Containers
239,18M22163,V8938,2019-01-22,2019-01-23,186362,193409.505,RM093,FS10029847,CL63R1770A,PT00065936,,,,,,PT00006635,,WP8935,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
240,18M22363X,8881412012,2019-01-02,2019-01-02,186364,2400.000,0301001,,5500149,,,,,PT00033972,,,,,,,,,,,,,,,5241008,4101801,,,,,,,,,,,,Syringe
241,18M22463X,8881412012,2019-01-03,2019-01-03,186365,2400.000,0301001,,5500149,,,,,PT00033972,,,,,,,,,,,,,,,5241008,4101801,,,,,,,,,,,,Syringe
242,18M22563X,8881412012,2019-01-05,2019-01-09,186366,0,0301001,FS10020754,5500149,,,,,PT00033972,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
243,18M22663X,8881412012,2019-01-09,2019-01-23,186367,0,0301001,FS10020754,5500149,,,,,PT00033972,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
244,18M22763X,8881412012,2019-01-07,2019-01-09,186368,0,0301001,FS10020754,5500149,,,,,PT00033972,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
245,18M22863X,8881412012,2019-01-09,2019-01-11,186369,0,0301001,FS10020754,5500149,,,,,PT00033972,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
246,18M22963X,8881412012,2019-01-11,2019-01-13,186370,0,0301001,FS10020754,5500149,,,,,PT00033972,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
247,18M23063X,6492743,2019-01-08,2019-01-09,186371,0,0301001,FS20003116,5000109,,,,,X9901,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
248,18M23863,8535Y,2019-03-28,2019-03-28,186379,10740.000,RM004,FS10003136,R1317D,RM260,,,,,,PT00012105,,WP8526,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
249,18M23963,85120Y,2019-03-06,2019-03-06,186380,5500.000,RM106,FS10003095,R1320D,RM260,,,,,,PT00006610,,WP8512U,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
250,18M24463,85131,2019-02-13,2019-02-13,186402,22500.000,RM032,FS10003101,R1246D,RM170,,,,,,PT00006610,,WP8510,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
251,18M24863,8985,2019-02-27,2019-02-27,186406,23220.000,RM093,FS10003221,R1644A,RM220,,,,,,PT00012138,,PT00013692,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
252,18M26163,89651,2019-01-16,2019-01-16,185550,9720.000,RM165,FS10003196,R1300D,PT00065936,,,,,,PT00006610,,WP8965N,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
253,18M26263,8507SA,2019-01-02,2019-01-02,186430,28508.475,RM032,FS10003086,CL63R1776,RM170,,,,,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
254,19191259,R8930LA,2020-04-01,2020-04-01,191259,6864.000,,,,,,,R4237,,,,,RM10022317,,,R7511*A,,,,,,,,,,,,,,,,,,,,,Containers
255,19A03463,31322723,2019-02-20,2019-02-20,186435,3600.000,RM106,FS10006051,R1693,RM170,,,PT00047930,,,,,R7637,,,,,,,,,R1694,,,,,,,,,,,,,,,Containers
256,19A03663,31323358,2019-05-21,2019-05-21,186437,317834.399,RM004,FS10006098,,RM260,,,,,,PT00067913,,PT00075579,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
257,19A03863,8506SA,2019-02-28,2019-03-06,186439,62718.680,RM004,FS10003084,CL63R1776,,,,,X98151,,CL63R98334A,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
258,19A03963,8506Y,2019-03-12,2019-03-13,186440,89598.116,RM106,FS10003085,CL63R1776,RM260,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
259,19A04063,85121,2019-02-12,2019-02-14,186441,11500.000,RM004,FS10003096,R1246D,,,,,,,PT00006610,,WP8510,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
260,19A04263,8537Y,2019-03-18,2019-03-18,186443,2178.000,RM004,FS10002974,CL63R1780,RM260,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
261,19A04363,8525Y,2019-02-13,2019-02-13,186444,7920.000,RM171,FS10003123,CL63R1784,RM260,,,,,,PT00012105,,WP8526,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
262,19A04463,8938Y,2019-01-27,2019-01-30,186445,0,RM093,FS10003187,R1690,PT00062563,,,,,,PT00006635,,WP8935,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
263,19A05063,8970Y,2019-02-12,2019-02-13,186451,16800.000,RM171,FS10003205,PT00044733,RM260,,,,,,PT00006610,,WP8979,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
264,19A05263,8985CRS,2019-01-22,2019-01-23,186453,0,RM129,FS10028283,R1644A,PT00065936,,,,,,PT00012137,,WP7449,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
265,19A05863X,4501820,2019-01-07,2019-01-09,186471,0,0301001,FS20004491,5000109,0400145,,,,4230505,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
266,19A05963X,4502570,2019-01-09,2019-01-09,186472,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
267,19A06063X,4502570,2019-01-09,2019-01-16,186473,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
268,19A06163X,4502570,2019-01-10,2019-01-16,186474,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
269,19A06263X,4502570,2019-01-11,2019-01-16,186475,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
270,19A06363X,4502570,2019-01-23,2019-01-30,186476,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
271,19A06463X,4502570,2019-01-30,2019-01-30,186477,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
272,19A06563X,4502570,2019-01-30,2019-01-30,186478,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
273,19A06663X,4502570,2019-01-30,2019-02-27,186479,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
274,19A06763X,4502570,2019-01-30,2019-01-30,186480,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
275,19A06863X,4502570,2019-01-30,2019-01-30,186481,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
276,19A07163,V8536,2019-01-22,2019-01-23,186489,76355.136,RM004,FS10003253,CL63R1706,,,,,,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
277,19A07263X,8881112599,2019-01-15,2019-01-16,186490,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
278,19A07763,31323333,2019-06-09,2019-06-12,186496,251949.166,RM106,FS10006090,,RM170,,,,,,PT00067913,,PT00075579,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
279,19A07863,8506SA,2019-03-12,2019-03-13,186497,82267.360,RM004,FS10003084,CL63R1776,,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
